business_id,name,city
tZnPqmwGcLjYeBdwyvhazg,'O' Bar + Kitchen,Santa Barbara
LsniEK_m_Jbj7JMbT4eRxQ,101 Deli,Santa Barbara
VXxZJNSscbm5bpG5ll2rcQ,212° Hotpot,Goleta
CuRjZOmfnXjefwEpyzmTTw,4 Eggs & Pizza,Santa Barbara
KMBCvNByuzXlPoNzHeBhZw,6831 AA Hollister Ave,Goleta
1pd4VYTww1UWDVai2r2RKg,805 Boba,Santa Barbara
TN3tMGLb6AbAnN6rFKmH1A,805 Kabob,Goleta
Stx8fUjg_m0-CAcT2NJCNQ,A Healthy Life,Carpinteria
pGtaxpSxxpmqPs6FAR1W_A,A Piece of Cake,Santa Barbara
uPaVoR6XHk12KT9KTr1WFw,ASIE,Santa Barbara
Ksz_jsyyK3Zjlq_Cz81ZBA,Adama Vegan Comfort Cuisine,Santa Barbara
Ow29cE1wS-_LrfN7jEuDPA,Ahi Sushi,Santa Barbara
OMWhamtXhqlYCj66MqcxuQ,Aksum Restaurant,Santa Barbara
j3rAeZ9rnUwEDEQJQ7OWDQ,Aladdin Cafe,Isla Vista
0cWnURpfrb4MqKSzyVN4SQ,Alcazar Tapas Bar,Santa Barbara
yuHv4P8RUG8rWKnx50azWA,Alchemy Cafe,Santa Barbara
MmN1qpG224QxOeq72DpN2g,Aldo's Italian Restaurant,Santa Barbara
WVNkMz4sEl35swjVtKHOFw,Alessia Patisserie & Cafe ,Santa Barbara
Nv6ruFQa6AG6g8f-_IxFCw,Alito’s,Santa Barbara
NynM3SwsOMFJryABCKuOlg,All India Cafe,Santa Barbara
GpESl2dXOH8rxs0pAbIyAw,Alphie's Restaurant,Goleta
0LXeNx7wGTqbMSwKkGC3xg,Altamirano Mexican Restaurant,Santa Barbara
YXKot5TH9MhC4khAn0JC3w,Altamiranos Restaurant,Goleta
DcRfabRzYkddMEUFyPMBgw,American Ale,Santa Barbara
XkZwD46WcsAlbpg1inwbLQ,American Ale,Santa Barbara
LgSEHsI9DKyeGVGtn61tEg,Ana's Taco Bar,Santa Barbara
PZIVcSuN-G_I6oG6EVKntQ,Anchor Woodfire Kitchen,Santa Barbara
Ss6f5v_t5Vddiaz4ZOxL0g,Andersen's Danish Bakery & Restaurant,Santa Barbara
Slg6Ec2D7vEBRmgVUfwkzQ,Angel Oak,Santa Barbara
2T7622XwGOhJf7O4ND_XBA,Angry Wings,Isla Vista
HE-9l_2RSingLV2RZItdsA,Anna's Marketplace Bakery,Goleta
Hl_vXTiYLozWo7T9Cq17vw,Aperitivo,Santa Barbara
d1sY9JkgkGt3_P2fWZ2eFw,Apero,Santa Barbara
-I7M6l0h46VdiN09Y1NUZw,Apna Indian Kitchen,Santa Barbara
OrU9wTeHJSLMwyGqYg4FAA,Arch Rock,Santa Barbara
c-W17u2jiFOD2H_d6uo-bQ,Area 5.1 Winery,Santa Barbara
U2hkeMI-q4cS35QolJYN0A,Arigato Sushi,Santa Barbara
n0Z10UAJO187H8Zp8gl-rw,Arlington Tavern,Santa Barbara
e76uCbhmK8oqAtYAkxB2Qg,Armada Wine & Beer Merchant,Santa Barbara
yIAgFdYQY3UdfDn-qO0K7g,Arts & Letters Cafe,Santa Barbara
zYTQOpgMSMaFNkcCAvJR3Q,Arturo's Taqueria,Santa Barbara
TZ-bgvsk189WywTLFrqfTQ,Ascending Health Juicery,Santa Barbara
ugkzb_3jAcK0RZLxIeK7gA,Asian Cafe,Goleta
gLNf3zUydIKc_cvUll-6gw,August Ridge Vineyards,Santa Barbara
vyNMRa4U9gnrCzqR707GZA,Back Door Deli,Santa Barbara
kwtKZ3fzM5jlR8Z7KIA17g,Backstage Dueling Piano Bar,Santa Barbara
2swMZVA832zkmdPBrddPRQ,Backyard Bowls,Goleta
hVKH5oED9NgGaZeIiF547A,Backyard Bowls,Santa Barbara
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,Santa Barbara
29t8lDBLiwkEd1HA356dOw,Bagel Cafe,Goleta
w8fA94jzTNiGAIZz87y9Cw,Baja Fresh,Goleta
8FgcWn7bdMC-TMrE4Q3xMg,Bangkok Palace,Santa Barbara
apmw_lkLdwWbeYiI9ysdJg,Bar 29,Santa Barbara
IoAubn7CpU2rqcURxUo1MA,Barb's Pies,Santa Barbara
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,Santa Barbara
pQh2GzkAnbLKiDqEpxcylQ,Barbieri & Kempe: Wine,Santa Barbara
svKDkmALJNcToJxEsU_bpw,Barcliff & Bair,Santa Barbara
0nR7jHCkFEzmA1n2b5g1nw,Basil's Italian,Santa Barbara
Tfo88MgUweNHyOMfQ6TYGw,Bay Roadhouse Bar and Grill,Santa Barbara
ZTg2GBgQj1WwAO5ySsTAQw,Beach Bowl,Carpinteria
RdFgbrE_8sf6NImEMopaPQ,Beachbreak Cafe,Santa Barbara
-kOUmMiIimNSBIDdFN0x-Q,Beachside Bar-Cafe,Goleta
n67s7eDowWHlfhVtCElxGQ,Belcampo Meat Co Restaurant,Santa Barbara
UGADjVkBITKPU7I6sMO1oQ,Bella Dolce Bakery,Santa Barbara
MX2YGruhd0sMNHZGK7p5-Q,Bella Vista,Santa Barbara
VOcGcN0bvGU_nzxbJgR5jQ,Bettina,Santa Barbara
n_fADQa8T0dgLd-D8ABEhQ,Bevmo,Goleta
oinV9xrSkR3b_T8sK1nsqg,Bibi Ji,Santa Barbara
AXC__4yZrn-N3BT7-2bV_Q,Biergarten,Santa Barbara
RW3nH6Au6pSCWxJhiGY03Q,Big Eye Raw Bar,Santa Barbara
GQue4Nouo2Mg5R2GotVS7w,Big Yellow House,Summerland
lbHEB5BIm-3GfpvdzSwFLw,Billies,Santa Barbara
-TArOdux8Z4oH-jIM1FJuQ,Bistro 1111,Santa Barbara
_cWBP-lW9RETw77prVle1g,Bitterman's Deli,Santa Barbara
xRapA2lG7mjJ6eOqHmxe-A,Blackbird,Santa Barbara
4F3wxihvRNXK9cuxlOOJBg,Blaze Pizza,Goleta
grBPIq_eJCT_SGuhvMrUZQ,Blaze Pizza,Santa Barbara
W_TgYTkBkPhK7Qdx29j9GQ,Blend Me Tender,Isla Vista
z9-8KvMAlVK46De-G3sNJQ,Blenders In The Grass,Santa Barbara
dQ6d9H7rnFSOSC_FXbJ_FQ,Blenders In the Grass,Santa Barbara
vmq2cm0Ayol4toVsL4dZfA,Blenders In the Grass,Isla Vista
od_MWVpghkvSsl1HKasM9A,Blenders In the Grass,Santa Barbara
Gz3vi3dVKMylBb8HV1tP8Q,Blenders In the Grass,Santa Barbara
FY_FkUeQxVqAjc9V0IAc2Q,Blenders in the Grass,Goleta
VJKpVv_l1g943WK6fxwZKQ,Blind Tiger,Santa Barbara
ut45DX7-QaOWLzYRlBSbGA,Blue Agave,Santa Barbara
OFfJsY9KeOyelk46m_jzzw,Blue Tavern,Santa Barbara
H4Zf42Q3I8JyQ-V5l4dJrg,Blush Lounge,Santa Barbara
skY6r8WAkYqpV7_TxNm23w,Boathouse at Hendry's Beach,Santa Barbara
RzgQioExrGZDkY3vNuziOQ,Bobcat Room,Santa Barbara
xUd0QOyVzx9SQhWulcOPAw,Book Ends Cafe,Santa Barbara
cyaDjqjhtRbpd5Og5dFoZg,Boondocks,Santa Barbara
uI15YInpDsGBUZcNfm_TfQ,Borrello's Pizza & Pastaria,Carpinteria
ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen,Santa Barbara
tthy48ZIX_wfY8Dy0Dvg6w,Bouchon,Santa Barbara
HA_Hks9YjRqz3Yk6JDAaIQ,Bougainvillea,Santa Barbara
CUWituEeIX3xA0xU7X82Ow,Brasil Arts Cafe,Santa Barbara
d0E938M2_4kcuULUdnj-Xw,Brass Bear Brewing & Bistro,Santa Barbara
opcGJ-lCNTLhRRuGxVkCnw,Brasserie Solera,Santa Barbara
7wcHZ80HLJVwUijAH_efJQ,Breakwater Restaurant,Santa Barbara
0RxU5OglQyPVtLKC1LPgsA,Bree'osh,Santa Barbara
_Uyinj5wLMJ7x2cCfHO1Yg,Bristol Farms - Santa Barbara,Santa Barbara
AqOSpSqdocwtIjqTECW2ng,Broad Street Oyster Company,Santa Barbara
U3grYFIeu6RgAAQgdriHww,Brophy Bros - Santa Barbara,Santa Barbara
Ey0t4U6yqtxCeMaGPf7GcA,Brummis - the German Taste,Santa Barbara
64Rl3pT4Md4-8ckeaNVZCQ,Bucatini,Santa Barbara
7kLn2XsFwyJ-yFn4qx40TQ,Buena Onda at Mosaic Locale,Santa Barbara
Tc1L4BH_2pkCywkAEfCQRg,Burger Express,Santa Barbara
sCJEbsv0KEsx_IifiFjGDQ,CHOMP on the Rocks,Santa Barbara
o4IiNbNybcy-L4vzTSoDJw,Ca' Dario,Santa Barbara
9xW7LsJpyhVZFRb6z9xorg,Ca' Dario Goleta,Goleta
4ejnTeRzv8z102DBIWjQLg,Ca' Dario Pizzeria,Santa Barbara
T_TX4Lx03Juo4pHF5cMYuA,Ca'Dario Pizzeria Veloce,Santa Barbara
Q0NVfooo9liiTgElEOVA6g,Cabo's Baja Grill & Cantina,Carpinteria
0iLgVQpBeIYYwQZIblTTVw,Cafe 154,Santa Barbara
cQDwJjslebJv5Co7gCm2Yw,Cafe Ana,Santa Barbara
GgcvRnt5_z3NEC0D6vNncQ,Cafe Buenos Aires,Santa Barbara
QpsBZDw-fE5r5_M6Vto_qA,Cafe Equilibrium,Goleta
m2iS4YYmcq6pFpaGCtO-Iw,Cafe Int'l,Isla Vista
EWl5aixg4hCcuVYpz4BLKQ,Cafe Los Arcos,Santa Barbara
CrWrO6KT5KKg_EdhAgKsaw,Cafe Luck,Santa Barbara
9RDKqyqXJcupSnA2vCIs_A,Cafe Luna,Summerland
n_RyzuCAiR4yW2JLkl0Jng,Cafe Shell,Santa Barbara
Qh4SE3580B-nnH3DwuAXOA,Cafe Zoma,Goleta
3RtMd3VZ21WL5auDr6Jp9A,Cafe Zoma,Santa Barbara
nkLla0nBTUPL6yj-zX6eaw,Cafe del Sol,Santa Barbara
e8NRt-1C8eI85C59pKhJuA,Caffe Luxxe,Santa Barbara
vsrryxBR2Jykl71qa1H6SQ,Caffe Primo,Santa Barbara
XXsofYxziipczzc3OFDD5Q,Caffè,Santa Barbara
acqDz7WDsCS3WiLxHVceOg,Café Lido,Santa Barbara
9Ekfby4OgzWs96RO8M4tnQ,Caje,Carpinteria
SswXHqlzhpbAQS9HVAoBww,Cajun Kitchen,Goleta
uGo0TCVNOcDQxMArUU0Jrw,Cajun Kitchen Cafe,Goleta
4uspKB1d3pGdgjOClA-UkQ,Cajun Kitchen Cafe,Santa Barbara
3VrqxApK-iwfRohlAuIt0g,Cajun Kitchen Cafe,Goleta
jtECV91z0BVPyeu90wnCjQ,Cajun Kitchen Cafe,Carpinteria
0iHHsSqphxrBWWecYEJcuQ,Cajé Coffee - Arlington St,Santa Barbara
r_UPGh9GHMyBhPVMKVxRuw,Cajé Coffee Roasters,Santa Barbara
nMn4CTJQPXqpgLltYQrxMA,Cajé Coffee Roasters - Haley St,Santa Barbara
5RsVAkDnMrcSbErS6P1eew,Cajé Coffee Roasters - Isla Vista,Isla Vista
VeFfrEZ4iWaecrQg6Eq4cg,Cal Taco,Goleta
IXQH9-nnTWZFgBF0V3MH-A,Cali-Forno Pizzeria,Santa Barbara
4haTJpBzX-7ilN77LWAIDw,California Crisp Cafe,Santa Barbara
TUtf4FLtotdQDleYpRIfnw,California Pizza Kitchen at Santa Barbara,Santa Barbara
9L-MR0arflwFMF9szEBOOg,California Wine Festival,Santa Barbara
7o-p4IlitJ-SbSCZ84vHqQ,Campus Point Coffee,Goleta
sXaIwcg_nV79tPMenha6hw,Cantina,Isla Vista
mAqgsZBTN-wsShMpkz2o9g,Cantwell's Market & Deli,Santa Barbara
xdEND5C5s4FqCqgf0p7EBg,Carl's Jr,Goleta
Sa1G0j7YGs0mSa-mU4tvgg,Carl's Jr,Carpinteria
Fg68C3AwFu74dXMhgX3qIw,Carl's Jr,Santa Barbara
ArIXofDAcFztX8Ry0_81sw,Carl's Jr.,Carpinteria
FYc3iwBUhGhxJAtJ6oRvJQ,Carl's Jr.,Santa Barbara
CkENBnSJFfPA1hY0qrqfCg,Carlitos Cafe Y Cantina,Santa Barbara
g9MWxLxQdADqja0qN1HKkQ,Carp Kitchen & Grocery,Carpinteria
6KtMnjvgO1F79P7tCnEKOA,Carpinteria and Linden Pub,Carpinteria
Y-qMi8FQYC6-wq-4wBA54Q,Carrillo Dining Commons,Isla Vista
lNkxXDcNoHBpWDNPoZesYw,Caruso's,Montecito
dinxDxiWFUkEpxpIzaGHMQ,Casa Blanca Restaurant,Santa Barbara
YHOr_9eSbIGhcecc4Uow6Q,Casa Don Roge,Carpinteria
IQFb8aeU7QW-BxpFhGMnlg,Ca’Dario - Montecito,Montecito
Vg0oTgDyRwi73D5zRywrlg,Centennial Beer Hall,Goleta
Hlx8S2GLF7hMuIKx4sU-gg,Cesar's Place,Santa Barbara
FEBwxZMEpxRwVXx9Fm0XZw,Chad's,Santa Barbara
wrtx446YNQoQa5U7UI6j5w,Chad’s,Santa Barbara
3cnjGli5iwGsUF06Dne9Yg,Challwa,Santa Barbara
yghgUguk26YykduF52CDdg,Chamomile Cafe & Bakery,Carpinteria
POSwCH5XrPTMRILJaNAjAQ,Champagne Room,Santa Barbara
2pBNVsJo3a3CPbInUu9lvQ,Char West,Santa Barbara
Q54wPRfbmO8egJeVTmSkYQ,Che Argentinian Empanadas,Carpinteria
yE8r8JXplgnr4XxRivkdLw,Chef Karim's Restaurant,Santa Barbara
6aUb_f9C7a2oOxaIfRGSdA,Chicken in a Barrel BBQ-Goleta,Goleta
zxW8zECvT_SqejieMMjb5A,Chilango's Mexican Restaurant,Santa Barbara
idi-W3_au-lXyJQmHTmhAg,Chilangos,Santa Barbara
IZJacI6XEUxy3_wbW76Qfw,Chili's,Goleta
11RNOheZvab_FDcLtsZUug,Chilitos Restaurant,Goleta
lTVHJAvtFQbQb6cPstEXyA,China Bowl & State Street Cafe,Santa Barbara
w4P_EBFH6MdfbUwM-xJQdQ,China City Restaurant,Goleta
odpuyU1jGDhhQ54d3dG3sQ,China King,Goleta
UA3HxLprLSOO9J6l1iR2Cg,China Palace,Santa Barbara
B_q2xoAgTyn6U4YNEc3kSw,China Pavilion,Santa Barbara
OPQkUsUdLN_PPAW6IyEJLQ,Chino's Rock & Tacos,Santa Barbara
wFNDV56dxETK8lpJKdCbCQ,Chino's Rock & Tacos,Isla Vista
tS47dXDlx9t-6B_F56cKUA,Chipotle Mexican Grill,Santa Barbara
fLk_N8vU25DNZmbU-70gkw,Chipotle Mexican Grill,Santa Barbara
bRlpi6k7wTSHHEapcLz_KA,Chipotle Mexican Grill,Goleta
OzGk7arJv6FPrWqaYSvyKQ,Choi's Oriental Market,Santa Barbara
IG-CwPl5mb6-hmpFjXUIvA,Choppa Poke,Santa Barbara
bLnC1_-Kd_Z5qhHNQXCUfQ,Choppa Poke,Goleta
crlk8kaurC4zrPUTt7BevQ,Chubbies Hamburgers,Santa Barbara
9dp3hVDlQ0VtjPW_7ISoXg,Chuck's Waterfront Grill,Santa Barbara
ERzIS-WRLw-80_B4yqcG3Q,Chuck's of Hawaii,Santa Barbara
C5x1e9G5lwcfZ54_6bMbNA,Cielo,Carpinteria
sc-MRSa8K0BTE5m3tmgrQw,Clementine's Steak House,Carpinteria
S4ujTsHtCOsHKrKkcjY30Q,Coast & Olive,Montecito
2YnQAJdeFrcgPa8MqIYcDg,Cody's Cafe,Santa Barbara
ZcbhsniFmXZFW8ccPvsSLA,Coffee Collaborative,Isla Vista
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,Santa Barbara
L8rhRyXtpq2nCE0il1KN_g,Coral Tree Cafe,Santa Barbara
f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,Santa Barbara
9MsMKG0v3NstaPqKGYFVOw,Corazon Cocina,Santa Barbara
MAIfD4kJDCydgoD1l2b_vw,Corks n' Crowns,Santa Barbara
0it-2gWk_gyuZyEMQzBBuQ,Corktree Cellars Wine Bar & Bistro,Carpinteria
-BdYhP-12elmFV7oB1iv4A,Corner Tap Room,Santa Barbara
eUIsUpG6KAonYxGoExzy2Q,Costa Kitchen & Bar,Santa Barbara
ssZSQ7HzLFBbm41gWubXKQ,Costa Terraza,Santa Barbara
qyLw23TAfWNJMSuIJBpc8A,Costco Food Court,Goleta
BseHdXex5Od2Or_TyUIoWQ,Courthouse Tavern,Santa Barbara
GUuLWkqfieTDwORs8z8mDg,Courtyard Cafe,Goleta
1ONK4BD8Fuh1mfBCrB2aOQ,Crazy Jim's Tacos Y Más,Santa Barbara
vyyr3G874jpRYSQo2KPZow,Cristino's Bakery,Goleta
dutm97q2F4a6RV6YQ0uLHw,Crush Bar and Tap,Santa Barbara
6E9KjyDAdL_vDQCWwhj_KA,Crushcakes & Cafe,Carpinteria
UuRZpgZsHX7PyykHV3wbZg,Crushcakes & Cafe,Santa Barbara
rH80UXr5YBv4um7phwwwMw,Crushcakes & Cafe,Isla Vista
SBs30RyeoiEU2LjeiH1YFQ,Crushcakes & Co,Montecito
2N9WHETHcYJsfYpHQ-qN_A,Crushcakes Cafe & Simply Pies,Goleta
RjOnk_W82F2brYtpDZ59MA,Cubaneo,Santa Barbara
YrNtBUOUOYwmRZ_UVwH8iQ,D'Angelo's Bakery,Santa Barbara
lqwbnNd_SXzkIK_pkU2FkA,D'Vine,Santa Barbara
OqZFZcjKqYwVSGEYb5GhNQ,Dang Burger,Carpinteria
jWgZRpdHy8csA1sUz1auSw,Daniel's Bakery and Mexican Food,Santa Barbara
Gg2ZHe57Ztuv8JaFj0mNhw,Dank Bowl Kitchen,Isla Vista
8MoqZqlNN9AXzG91_Hpc_Q,Dargan's Irish Pub & Restaurant,Santa Barbara
3DSgJFIaXjdknbZn3LSnPQ,Dart Coffee Co,Santa Barbara
_ecVi-tVoaKHKYxNkxFj7w,Dave's Dogs Grill,Santa Barbara
2bl6G1zgXUHbMGwEocqMSg,Daves Dogs - Cart,Santa Barbara
hdCu74rz33m3EgDmdDn1SA,Dave’s Dogs,Santa Barbara
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,Santa Barbara
6RBrYMiAf8jFJI4fDoQpcw,De La Guerra Dining Commons,Santa Barbara
aOLFlIQibMg_lT2X4qKM2g,Dean: A Coffee Shop,Goleta
hJr6xw5Jn20ag2rHopI4eg,Deano's Pizzarama,Santa Barbara
-FRHYI6doGCjIsXiKHkUqw,Deja Vu Cafe IV,Goleta
FE5R_F7svUphKeUWuxA0JA,Del Pueblo Cafe,Santa Barbara
qdCGZDlBuetCWcV9rrU05Q,Del Valle Grill,Goleta
4VW4_ghjdYw0Wl40Voa9cw,Delgado's Mexican Foods,Carpinteria
AodOl1tvAKi6QHKCnyWwng,Denny's,Goleta
icGg8xgDJVufg-xptMrDGw,Denny's,Santa Barbara
W7gSJz80DywKnPRIGjA2Bw,Derf's Cafe,Santa Barbara
Yucf_GqN-tVJl7XF1JAhMQ,Dickey's Barbecue Pit,Goleta
g5J9OJ5e8SgLYd2DL8_K9w,Disfruta,Goleta
uRz7uwSoU5n0uzBac_UcxQ,Dish Cafe,Goleta
n-l92t6SSJn_hqtpaJXdwA,Dogtown,Isla Vista
A263bVzMdU_-TIMhewOrjQ,Domingo's Cafe,Goleta
OyFxR5E2HBy-K2-0AxCtFg,Domino's Pizza,Santa Barbara
GIFnN4Uk3wg3uOh0g2JxIw,Domino's Pizza,Carpinteria
rUePoREIOze59D3fd6B6ew,Domino's Pizza,Goleta
Qsoq2TGOe59LZy7z6KbQjA,Domino's Pizza,Santa Barbara
vTXNVK73GOvVb3js4w8SLg,Domino's Pizza,Santa Barbara
d-5kMts7CzenaPgDzesQDg,Domino's Pizza,Goleta
ZmQHzv1pf0fbk-tm8lu0EA,Downey's,Santa Barbara
df_UStxBFDYNSd-ngoR1-w,Draughtsmen Aleworks,Goleta
lq7dE9c10OvRfd_edJoyMg,Due Lune Cucina,Santa Barbara
-jrT-2bTSDaqJtzHRpY9ag,Dumpling King,Isla Vista
-kY_HDP7IMvGl-kBIZVU4A,Dune Coffee Roasters - Anacapa,Santa Barbara
qUH2FppY7RL96F5tXzA0hQ,Dune Coffee Roasters - State Street,Santa Barbara
pWDE_rueENu_f5HKA_AsWw,Dune Coffee Roasters - Storke,Goleta
tiSIiacOzflrMMwJEXVFIA,Dunkin',Santa Barbara
INaAIFXWueRVjgmuNtJTEw,Dutch Garden Restaurant,Santa Barbara
FyK0sYez1ImnovyzJ_iGZw,East,Santa Barbara
zu4p6IZLSVn2Noto-vcwzw,East Beach Grill,Santa Barbara
tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,Santa Barbara
D5n8XvQqC_vzOCi63wNChQ,Eastside Deli,Truckee
-kfHz1kimX62QEceFkkB_g,Edomasa,Santa Barbara
bBA62rVklEG2WUnvi8RtrQ,El  Sitio,Santa  Barbara
DqVpNtgFCP47n6frh-LREA,El Paseo Mexican Restaurant,Santa Barbara
PrJEYGjlhaF0BSZk_Q-uPg,El Pastorcito,Santa Barbara
qJqTXdv2ukMDUYGb-oAG-w,El Pollo Loco,Goleta
xv_nZ8E7DFiKDjFi9syKsQ,El Pollo Loco,Santa Barbara
WIH1ptTMD7aII_qfeVeaRg,El Rincon Alteno,Santa Barbara
vi5xjfEhV6rnXrC_GbdhnA,El Rincon Bohemio,Santa Barbara
oH1xQrw8SBPhUQUlqjNZPQ,El Rincon Bohemio-Goleta,Goleta
Pf_7rI6TnV8M_btOBBLg5w,El Sitio,Goleta
fI8StEUxDaZYWiMss8gS4Q,El Sitio,Isla Vista
Ifw5wqcChnL4zBigtR7NKA,El Sitio,Goleta
2OJqIloZMAZXCW3uzF8jJw,El Sitio,Santa Barbara
2Y0L3Hf6U-76jGvviKy5pA,El Taco Grande,Carpinteria
b0TBL7gSg2mduoFDgFQHoA,El Taco Tequila Taqueria,Santa Barbara
7yR4oQcapZBKCkRLB3Isig,El Torito,Santa Barbara
2h3SEwpI6fiuTF9mcN1S_Q,El Zarape,Santa Barbara
B3kpvT4oLJdQmU9lPnxdKA,Eladio's Restaurant,Santa Barbara
ZY4M_fKW8aSUpsUzeh5fuA,Elements Restaurant and Bar,Santa Barbara
4a_3ninzpidm2MwMcdRJ-g,Elephant Bar Restaurant,Goleta
mYofSuxrIrPS2Gjsu-ZI4w,Eller's Donut House,Santa Barbara
xGaYXbXGwagUKPNEaVqbWw,Eller's Doughnut House & Bakery,Santa Barbara
TI3Rydw47yBMzY1oW2wJUg,Elsie's,Santa Barbara
